Customer;XDC;Size;Coating;Amount;Fitting;Date_Order;Date_Delivery_Ought;Date_Delivery_Is;Delivery_Comment;General_Comment;Division_Tag;Machine;Machine_Comment;Machine_Type;Training_Kits;Dummy_Sets;Channels;Delivery_Time;Locality_Country;Locality_City;Sci_Ltd;Sci_Inc;Contract_Manufacturing;Replacement_Delivery;Replacement_for_ID;PO;PO_Inc;OC_AG;OC_Inc;Date_Order_Month;Date_Delivery_Month;Date_Order_Year;Date_Delivery_Year;Finished
Earlham Institute;PDC-C;CM;;2.0;S5/S11;2020-01-03;;2020-03-04;;zusammen mit  cellenONE F1.4 (2-Kanal), 1 DummySet;;1.0;F1.4;CO F1.4;;1;2;;UK;Norwich;;;;;;EARL116564A;;24797.0;;2020-01;2020-03;2020.0;2020.0;1
BCCRC;PDC;70;T4;3.0;S5/S11;2020-01-06;;2020-01-13;;PO vom 28.06.2019, vergessen weiterzu leiten;British Columbia Cancer Research Center / Dept. Mol Onc;;;;;;;;Canada;Vancouver;;1.0;;;;#186;;;;2020-01;2020-01;2020.0;2020.0;1
RayBiotech Inc;PDC;60;T4;2.0;S5/S11;2020-01-07;;2020-02-24;;zusammen mit sciFLEXARRAYER S3 (1-Kanal), 1 DummySet;;1.0;;S3;;1;1;;China;Guangzhou;;;;;;;;;;2020-01;2020-02;2020.0;2020.0;1
Northeastern University;PDC;70;;1.0;S5/S11;2020-01-07;;2020-02-14;;TEIL 2;;;;;;;;;USA;Boston;;1.0;;;;P2000613;;;201279.0;2020-01;2020-02;2020.0;2020.0;1
Northeastern University;PDC;70;T2;1.0;S5/S11;2020-01-07;;2020-01-09;;TEIL 1, 1 DummySet;;;;;;;;;USA;Boston;;1.0;;;;P2000613;;;201279.0;2020-01;2020-01;2020.0;2020.0;1
Northeastern University;PDC-C;CM;;1.0;S5/S11;2020-01-07;;2020-01-09;;TEIL 1;;;;;;;;;USA;Boston;;1.0;;;;P2000613;;;201279.0;2020-01;2020-01;2020.0;2020.0;1
Northeastern University;PDC-C;CM;;2.0;S5/S11;2020-01-07;;2020-02-14;;TEIL 2;;;;;;;;;USA;Boston;;1.0;;;;P2000613;;;201279.0;2020-01;2020-02;2020.0;2020.0;1
RayBiotech Inc;PDC;70;T4;1.0;S5/S11;2020-01-07;;2020-02-17;;;;;;;;;;;China;Guangzhou;;;;;;20200106;;24801.0;;2020-01;2020-02;2020.0;2020.0;1
RayBiotech Inc;PDC;50;T1;2.0;S5/S11;2020-01-07;;2020-02-17;;;;;;;;;;;China;Guangzhou;;;;;;20200106;;24801.0;;2020-01;2020-02;2020.0;2020.0;1
Siemens Healthineers Nederland B.V.;PDC;80;T3;4.0;S5/S11;2020-01-08;2020-08-30;2020-09-09;FAT 30.08.2020;zusammen mit S100 (1-Portal / 4 Kanaele), 1 DummySet;;1.0;;S100;;1;4;;Netherlands;Eindhoven;;;;;;7501818730/19.12.19;;24795.0;;2020-01;2020-09;2020.0;2020.0;1
Zymergen;PDC-C;CM;;2.0;S5/S11;2020-01-08;;2020-04-09;;;;;;;;;;;USA;Emeryville;;1.0;;;;48912;;24799.0;;2020-01;2020-04;2020.0;2020.0;1
PCL Inc;PDC;SolB;;7.0;S5/S11;2020-01-08;;2020-01-13;;PO vom 29.11.2019, vergessen weiterzu leiten;;;;;;;;;South Korea;Seoul;;;;;;20191129-PCL00106;;24800.0;;2020-01;2020-01;2020.0;2020.0;1
The Francis Crick Institute;PDC-C;CM;;1.0;S5/S11;2020-01-03;;2020-01-09;;Ersatz für gecrashte PDC 57826 (falscher target holder);;;;;;;;;UK;London;;;;1.0;57826;;;;;2020-01;2020-01;2020.0;2020.0;1
The Francis Crick Institute;PDC-C;CL;;1.0;S5/S11;2020-01-03;;2020-01-09;;Ersatz für gecrashte PDC 26054 (falscher target holder);;;;;;;;;UK;London;;;;1.0;26054;;;;;2020-01;2020-01;2020.0;2020.0;1
Quantum Design Japan Inc (QDJ);PDC-C;CM;;2.0;S5/S11;2019-12-05;;2020-01-22;;nachtraeglich zu 2 cellenONE F1.4 (2-Kanal);;;;;;;;;Japan;Tokyo;;;;;;24ACLN01-2713;;24805.0;;2019-12;2020-01;2019.0;2020.0;1
MPI KGF;PDC;80;;4.0;S5/S11;2019-12-13;2020-05-25;2020-06-19;;zusammen mit S12 (2-Kanal), 1 DummySet;Institut für Kolloid -und Grenzflaechenforschung;1.0;;S12;;1;2;;Germany;Potsdam-Golm;;;;;;4471900/KOLGROH1903;;24817.0;;2019-12;2020-06;2019.0;2020.0;1
ITE;PDC;50;T2;1.0;S5/S11;2020-01-14;2020-06-30;2020-06-19;muss 20.07.20;zusammen mit S12 (2-Kanal), 1 DummySet,;Institute of Electron Technology;1.0;;S12;;1;2;;Poland;Warsaw;;;;;;;;25050.0;;2020-01;2020-06;2020.0;2020.0;1
ITE;PDC;50;T3;1.0;S5/S11;2020-01-14;2020-06-30;2020-06-19;muss 20.07.20;zusammen mit S12 (2-Kanal);Institute of Electron Technology;1.0;;S12;;;2;;Poland;Warsaw;;;;;;;;25050.0;;2020-01;2020-06;2020.0;2020.0;1
ITE;PDC;70;T2;1.0;S5/S11;2020-03-19;2020-06-30;2020-06-19;muss 20.07.20;zusammen mit S12 (2-Kanal), Bestell-Erweitereung vom 19.03.2020;Institute of Electron Technology;1.0;;S12;;;2;;Poland;Warsaw;;;;;;;;25050.0;;2020-03;2020-06;2020.0;2020.0;1
ITE;PDC;80;T3;1.0;S5/S11;2020-03-19;2020-06-30;2020-06-19;muss 20.07.20;zusammen mit S12 (2-Kanal), Bestell-Erweitereung vom 19.03.2020;Institute of Electron Technology;1.0;;S12;;;2;;Poland;Warsaw;;;;;;;;25050.0;;2020-03;2020-06;2020.0;2020.0;1
IMP;PDC-C;CM;;1.0;S5/S11;2020-01-14;2020-02-26;2020-02-27;PDC Nachbestellung Guilhem verhandelt;zusammen mit  cellenONE F1.4 (1-Kanal), 1 DummySet TEIL 1;Research Institute Molecular Patholgy;1.0;;CO F1.4;;1;1;;Austria;Vienna;;;;;;;;;;2020-01;2020-02;2020.0;2020.0;1
IMP;PDC;90;T3;1.0;S5/S11;2020-01-14;;2020-02-27;;zusammen mit  cellenONE F1.4 (1-Kanal),  TEIL 2;Research Institute Molecular Patholgy;1.0;;CO F1.4;;;1;;Austria;Vienna;;;;;;;;;;2020-01;2020-02;2020.0;2020.0;1
Uni Portsmouth;PDC;80;;2.0;S5/S11;2020-01-14;;2020-04-24;PO erhalten am 18.02.2020;zusammen mit S3 (1-Kanal);Institute of Biomedical andBiomolecular Sciences;1.0;;S3;;;1;;UK;Portsmouth;;;;;;SCI02686;;24900;;2020-01;2020-04;2020.0;2020.0;1
AerNos Inc;PDC;90;T3;1.0;S5/S11;2019-12-18;;2020-01-28;;TEIL 2, vergessen weiterzuleiten seit Febr. 2019;;;;;;;;;USA;San Diego;;1.0;;;;#295;;;;2019-12;2020-01;2019.0;2020.0;1
Angle Biosiences Inc;PDC;70;;3.0;S5/S11;2020-01-15;;2020-03-04;;;;;;;;;;;Canada;Toronto;;1.0;;;;1846;;;;2020-01;2020-03;2020.0;2020.0;1
Gener8 Inc;PDC;50;;1.0;S5/S11;2020-01-15;;2020-03-18;;;;;;;;;;;USA;Sunnyvale;;1.0;;;;P35897;;;;2020-01;2020-03;2020.0;2020.0;1
Universitaetsklinikum Jena;PDC;60;T1;2.0;S5/S11;2020-01-15;;2020-04-24;;;;;;;;;;;Germany;Jena;;;;;;0045443227-040;;24809.0;;2020-01;2020-04;2020.0;2020.0;1
AerNos Inc;PDC;100;T3;2.0;S5/S11;2019-10-08;;2020-07-02;urgent;;;;;;;;;;USA;San Diego;;1.0;;;;#309 (UGRQDQVRU);;24575.0;;2019-10;2020-07;2019.0;2020.0;1
R-Biopharm AG;PDC;80;T4;4.0;S5/S11;2020-01-16;2020-02-04;2020-02-13;feste ZUSAGE;;;;;;;;;;Germany;Darmstadt;;;;;;2020-00010148;;24813.0;;2020-01;2020-02;2020.0;2020.0;1
Zymergen;PDC-C;CM;;1.0;S5/S11;2020-01-05;;2020-01-17;;Ersatz für reklamierte 64228 (wegen Verschmutzung/Schleifstaub an Spitze);;;;;;;;;USA;Emeryville;;1.0;;;;100314;;24799.0;;2020-01;2020-01;2020.0;2020.0;1
INL;PDC;50;;1.0;S5/S11;2020-01-17;;2020-03-10;;;Int Iberian Nanotech Lab;;;;;;;;Portugal;Braga;;;;;;17888;;24815.0;;2020-01;2020-03;2020.0;2020.0;1
Aryballe Technologies;PDC;60;T2;1.0;S5/S11;2020-01-17;;2020-04-17;3 Monate Zeit;QC solvent specific Category 1 (for DMSO);;;;;;;;;France;Grenoble;;;;;;ID 20-016;;24822.0;;2020-01;2020-04;2020.0;2020.0;1
Luminex Operation;PDC;80;T1;5.0;S5/S11;2020-01-20;;2020-01-22;;TEIL 1 Januar 2020    Abrufvertrag ueber 60 PDC8 5/Monat);;;;;;;;;USA;Northbrook;;1.0;;;;14. Jan 20;;;;2020-01;2020-01;2020.0;2020.0;1
Imperial College;PDC;70;T2;1.0;S5/S11;2020-01-20;;2020-01-21;;;TTP;;;;;;;;UK;London;;;;;;LS 00008192/SBL;;;;2020-01;2020-01;2020.0;2020.0;1
Quantum Design Japan Inc (QDJ);PDC-C;CM;;3.0;S5/S11;2020-01-21;;2020-03-06;;zusammen mit cellenONE F1.4 (2-Kanal), 1 Dummy set;;1.0;F1.4;CO F1.4;;1;2;;Japan;Tokyo;;;;;;24ACLN01-2124;;24867.0;;2020-01;2020-03;2020.0;2020.0;1
ADC;PDC;80;T2;2.0;S3;2020-01-03;;2020-01-21;;Ersatz für reklamierte 79711 & 74665;;;;;;;;;Ireland;Donegal;;;;;;;;;;2020-01;2020-01;2020.0;2020.0;1
Janssen Pharmaceutica NV;PDC-C;CM;;1.0;S5/S11;2020-02-20;2020-03-05;2020-02-27;PDC Nachbestellung Guilhem verhandelt;zusammen mit  cellenONE F1.4 (1-Kanal), 1 DummySet TEIL 1;;1.0;;CO F1.4;;1;2;;Belgium;Beerse;;;;;;;;;;2020-02;2020-02;2020.0;2020.0;1
Janssen Pharmaceutica NV;PDC;90;T3;1.0;S5/S11;2020-02-20;;2020-02-27;;zusammen mit  cellenONE F1.4 (1-Kanal),  TEIL 2;;1.0;;CO F1.4;;;2;;Belgium;Beerse;;;;;;;;;;2020-02;2020-02;2020.0;2020.0;1
Antech Diagnostics;PDC;90;T3;10.0;S5/S11;2020-01-23;2020-03-31;2020-03-31;;;;;;;;;;;USA;Fountain Valley;;1.0;;;;P16648;;24858.0;;2020-01;2020-03;2020.0;2020.0;1
Vitro S.A.;PDC;90;T1;1.0;S5/S11;2020-01-27;;2020-03-10;;TEIL 1 Kundenwunsch;;;;;;;;;Spain;Granada;;;;;;;;24829.0;;2020-01;2020-03;2020.0;2020.0;1
Vitro S.A.;PDC;90;T2;6.0;S5/S11;2020-01-27;;2020-04-01;;TEIL 2 Kundenwunsch;;;;;;;;;Spain;Granada;;;;;;;;24829.0;;2020-01;2020-04;2020.0;2020.0;1
Vitro S.A.;PDC;90;T3;1.0;S5/S11;2020-01-27;;2020-03-10;;TEIL 1 Kundenwunsch;;;;;;;;;Spain;Granada;;;;;;CP19-003694;;24829.0;;2020-01;2020-03;2020.0;2020.0;1
McGill University;PDC;70;T1;2.0;S5/S11;2020-01-27;;2020-01-29;URGENT;;;;;;;;;;Canada;Montreal;;1.0;;;;;100320;24833.0;;2020-01;2020-01;2020.0;2020.0;1
Mint Diagnostics Ltd;PDC;80;;3.0;S5/S11;2020-01-27;;2020-02-24;;zusammen mit S3 (1-Kanal), 1 Dummy set;;1.0;;S3;;1;1;;UK;Sittingbourne;;;;;;;;;;2020-01;2020-02;2020.0;2020.0;1
Genomica S.A.U.;PDC;70;T1;2.0;S5/S11;2020-01-27;;2020-02-21;Bedarf Februar;;;;;;;;;;Spain;Madrid;;;;;;;;24754.0;;2020-01;2020-02;2020.0;2020.0;1
Antech Diagnostics;PDC;90;T3;2.0;S5/S11;2020-01-28;;2020-12-16;;;;;;;;;;;USA;Fountain Valley;;1.0;;1.0;;P16598;;24763.0;;2020-01;2020-12;2020.0;2020.0;1
Uni Wageningen;PDC;70;T3;1.0;S5/S11;2020-01-28;;2020-02-20;;;Agrotechnology & Food Sciences;;;;;;;;Netherlands;Wageningen;;;;;;WUR1341169;;;;2020-01;2020-02;2020.0;2020.0;1
Boehringer Ingelheim;PDC;70;;6.0;S5/S11;2020-01-28;2020-03-22;2020-03-18;;;VRC GmbH & Co. KG;;;;;;;;Germany;Hannover;;;;;;6101782611;;24845.0;;2020-01;2020-03;2020.0;2020.0;1
GenID GmbH;PDC;80;T3;2.0;S5/S11;2020-01-28;;2020-03-10;;;;;;;;;;;Germany;Straussberg;;;;;;8204;;24850.0;;2020-01;2020-03;2020.0;2020.0;1
iLINE Microsystems S.L.;PDC;90;;4.0;S5/S11;2020-01-28;2020-04-03;2020-03-13;;;;;;;;;;;Spain;San Sebastian;;;;;;2000050;;24843.0;;2020-01;2020-03;2020.0;2020.0;1
PCL Inc;PDC;SolB;;7.0;S5/S11;2020-01-28;2020-03-17;2020-03-17;;;;;;;;;;;South Korea;Seoul;;;;;;20200120-PCL00107;;24953.0;;2020-01;2020-03;2020.0;2020.0;1
Uni Houston;PDC;90;;1.0;S5/S11;2020-01-28;;2020-03-13;;;Dept of Biomedical Engineering;;;;;;;;USA;Houston;;1.0;;;;;100319;24836.0;201411.0;2020-01;2020-03;2020.0;2020.0;1
MIT;PDC;60;T4;2.0;S5/S11;2020-01-29;;2020-03-30;;;Massachuesetts Institute of Technology;;;;;;;;USA;Cambridge;;1.0;;;;100326;;24838;;2020-01;2020-03;2020.0;2020.0;1
MIT;PDC;60;T3;1.0;S5/S11;2020-01-29;;2020-03-30;vorerst KEIN Versand bis 20.04.2020 - email Anna vom 17.03.2020;;Massachuesetts Institute of Technology;;;;;;;;USA;Cambridge;;1.0;;;;100326;;24838;;2020-01;2020-03;2020.0;2020.0;1
MSKCC;PDC;70;T1;1.0;S5/S11;2020-01-30;;2020-06-09;;vorerst KEIN Versand bis 20.04.2020 - email Anna vom 17.03.2020;Memorial Sloan Kettering Cancer Center;;;;;;;;USA;New York;;1.0;;;;C21376165;;24837.0;;2020-01;2020-06;2020.0;2020.0;1
HOIL Biomed Inc;PDC-C;CM;;1.0;S5/S11;2020-01-30;;2020-02-04;;zusammen mit cellenONE F1.4 (1-Kanal), 1 Dummy set;;1.0;;CO F1.4;;1;1;;South Korea;Seoul;;;;;;S200121-07;;24844.0;;2020-01;2020-02;2020.0;2020.0;1
HOIL Biomed Inc;PDC-C;CS;;1.0;S5/S11;2020-01-30;;2020-02-04;;zusammen mit cellenONE F1.4 (1-Kanal),;;1.0;;CO F1.4;;;1;;South Korea;Seoul;;;;;;S200121-07;;24844.0;;2020-01;2020-02;2020.0;2020.0;1
DNAe Diagnostics Ltd;PDC;70;T1;1.0;S5/S11;2020-01-30;2020-03-10;2020-03-10;;;;;;;;;;;UK;London;;;;;;PO-D-6392;;24854.0;;2020-01;2020-03;2020.0;2020.0;1
DNAe Diagnostics Ltd;PDC;70;T4;1.0;S5/S11;2020-01-30;2020-03-10;2020-03-10;;;;;;;;;;;UK;London;;;;;;PO-D-6392;;24854.0;;2020-01;2020-03;2020.0;2020.0;1
DKFZ;PDC-C;CM;;1.0;S5/S11;2020-01-31;;2020-03-09;;;Deutsches Krebsforschungszentrum;;;;;;;;Germany;Heidelberg;;;;;;40436403;;24841.0;;2020-01;2020-03;2020.0;2020.0;1
DKFZ;PDC-C;CS;;1.0;S5/S11;2020-01-31;;2020-03-09;;;Deutsches Krebsforschungszentrum;;;;;;;;Germany;Heidelberg;;;;;;40436403;;24841.0;;2020-01;2020-03;2020.0;2020.0;1
Optolane Technologies Inc;PDC;90;T1;1.0;S5/S11;2020-02-04;;2020-02-07;;application request mit FAT S100 für methylen blue Test;;;;;;;;;South Korea;Seongnam-si (Gyeonggi-do);;;;1.0;79824;;;;;2020-02;2020-02;2020.0;2020.0;1
Greiner Bio-One GmbH;PDC;50;;1.0;S5/S11;2020-02-04;;2020-03-24;;;;;;;;;;;Austria;Rainbach;;;;;;200129-AT-gb-PMI_PDC;;24862.0;;2020-02;2020-03;2020.0;2020.0;1
Luminex Operation;PDC;80;T1;5.0;S5/S11;2020-02-01;2020-02-28;2020-02-20;;TEIL 2 Februar 2020    Abrufvertrag ueber 60 PDC8 5/Monat);;;;;;;;;USA;Northbrook;;1.0;;;;14. Jan 20;;;;2020-02;2020-02;2020.0;2020.0;1
Quantum Design Japan Inc (QDJ);PDC-C;CM;;3.0;S5/S11;2020-02-05;;2020-03-06;;;;;;;;;;;Japan;Tokyo;;;;;;No.24ACLN01-2142;;24869.0;;2020-02;2020-03;2020.0;2020.0;1
ADC;PDC;80;T2;40.0;S3;2020-02-06;2020-02-28;2020-02-20;;1. Lieferung Febr. aus 5-Monatsabruforder (40/Monat);;;;;;;;;Ireland;Donegal;;;;;;4700654999-1417-IED;;24866;;2020-02;2020-02;2020.0;2020.0;1
ADC;PDC;80;T2;2.0;S3;2020-02-05;;2020-02-06;;2x Ersatz PDCaus Teil Dezember order# 4700584215, (Ersatz für 72230, 82593);;;;;;;;;Ireland;Donegal;;;;1.0;72230, 82593;;;;;2020-02;2020-02;2020.0;2020.0;1
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;2.0;S5/S11;2020-02-07;;2020-04-30;;;;;;;;;;;Sweden;Uppsala;;;;;;;;24875.0;;2020-02;2020-04;2020.0;2020.0;1
Hochschule Furtwangen;PDC;70;T3;1.0;S5/S11;2020-02-10;2020-05-25;2020-05-25;;zusammen mit S3 (1-Kanal mit variable PU), 1 Dummy set;;1.0;vPU;S3;;1;1;;Germany;Furtwangen;;;;;;1915233;;24877.0;;2020-02;2020-05;2020.0;2020.0;1
Pamgene International B.V.;PDC;70;;6.0;S5/S11;2020-02-10;2020-03-29;2020-03-18;;;;;;;;;;;Netherlands;Hertogenbosch;;;;;;POPO-MAN-000177;;24884.0;;2020-02;2020-03;2020.0;2020.0;1
DKFZ;PDC-C;CM;;3.0;S5/S11;2020-02-10;;2020-06-23;;;Deutsches Krebsforschungszentrum;;;;;;;;Germany;Heidelberg;;;;;;40436879;;24888.0;;2020-02;2020-06;2020.0;2020.0;1
DKFZ;PDC-C;CS;;3.0;S5/S11;2020-02-10;;2020-06-23;;;Deutsches Krebsforschungszentrum;;;;;;;;Germany;Heidelberg;;;;;;40436879;;24888.0;;2020-02;2020-06;2020.0;2020.0;1
TestLine Clinical Diagnostics s.r.o.;PDC;60;;5.0;S5/S11;2020-02-11;;2020-05-15;;;;;;;;;;;Czech Republic;Brno-Kralove Pole;;;;;;ODZA0200038;;24936.0;;2020-02;2020-05;2020.0;2020.0;1
TestLine Clinical Diagnostics s.r.o.;PDC;70;;5.0;S5/S11;2020-02-11;;2020-05-15;;;;;;;;;;;Czech Republic;Brno-Kralove Pole;;;;;;ODZA0200038;;24936.0;;2020-02;2020-05;2020.0;2020.0;1
TestLine Clinical Diagnostics s.r.o.;PDC;70;T2;3.0;S5/S11;2020-02-11;;2020-05-15;;;;;;;;;;;Czech Republic;Brno-Kralove Pole;;;;;;ODZA0200038;;24936.0;;2020-02;2020-05;2020.0;2020.0;1
Bio Rad;PDC;70;T2;1.0;S5/S11;2020-02-11;;2020-02-12;;Ersatz PDC für reklamierte PDC 79790 (zu wenig Kleber);FR OFC Corporate;;;;;;;;France;Marnes-La-Coquette;;;;1.0;;4500149590;;;;2020-02;2020-02;2020.0;2020.0;1
LifeLineLab s.r.l.;PDC;80;;1.0;S5/S11;2020-02-14;;2020-03-20;;;;;;;;;;;Italy;Guidonia (RM);;;;;;191119;;24892.0;;2020-02;2020-03;2020.0;2020.0;1
Infynity Biomarkers;PDC;80;T3;1.0;S5/S11;2020-02-13;;2020-02-14;;;;;;;;;;;France;Lyon;;;;;;;;;;2020-02;2020-02;2020.0;2020.0;1
DKFZ;PDC-C;CS;;2.0;S5/S11;2020-02-14;;2020-02-18;;Ersatz PDC für reklamierte PDC 62043, 62102 (Spitze abgefallen);Deutsches Krebsforschungszentrum;;;;;;;;Germany;Heidelberg;;;;1.0;;;;;;2020-02;2020-02;2020.0;2020.0;1
Osler Diagnostics Ltd;PDC;90;;1.0;S5/S11;2020-02-17;;2020-02-18;;2 Dummy sets;;;;;;2;;;UK;Oxfordshire;;;;;;1305;;24879;;2020-02;2020-02;2020.0;2020.0;1
The Francis Crick Institute;PDC-C;CL;;2.0;S5/S11;2020-02-18;2020-03-30;2020-03-26;;;;;;;;;;;UK;London;;;;;;60259209;;24895.0;;2020-02;2020-03;2020.0;2020.0;1
Duke University Healthsystems Inc;PDC;70;T3;2.0;S5/S11;2020-02-18;;2020-05-05;;;;;;;;;;;USA;Durham;;1.0;;;;4550847865;;24899.0;;2020-02;2020-05;2020.0;2020.0;1
SQI Diagnostics Systems Inc;PDC;90;T2;3.0;S5/S11;2020-02-18;;2020-04-01;;;;;;;;;;;Canada;Toronto;;1.0;;;;6594;201364;24901.0;;2020-02;2020-04;2020.0;2020.0;1
FH Aachen;PDC;70;T3;1.0;S5/S11;2020-02-19;2020-05-14;2020-05-04;;PDC OHNE Garantieanspruch:   letztes PMI 2016, Kunde hat Angebot für PMI ausgeschlagen;;;;;;;;;Germany;Aachen;;;;;;2230210001-20-1;;24904.0;;2020-02;2020-05;2020.0;2020.0;1
FH Aachen;PDC;70;T4;1.0;S5/S11;2020-02-19;2020-05-14;2020-05-04;;PDC OHNE Garantieanspruch:   letztes PMI 2016, Kunde hat Angebot für PMI ausgeschlagen;;;;;;;;;Germany;Aachen;;;;;;2230210001-20-1;;24904.0;;2020-02;2020-05;2020.0;2020.0;1
Euroimmun AG;PDC;70;T1;3.0;S5/S11;2020-02-19;;2020-04-23;;;;;;;;;;;Germany;Luebeck;;;;;;273404;;24905.0;;2020-02;2020-04;2020.0;2020.0;1
Genalyte Inc;PDC;70;;1.0;S5/S11;2020-02-19;;2020-03-19;;;;;;;;;;;USA;San Diego;;1.0;;;;#327 (EIIOYCLIH);;24906.0;;2020-02;2020-03;2020.0;2020.0;1
Attomarker Ltd;PDC;70;T3;1.0;S5/S11;2020-02-19;;2020-04-22;;;;;;;;;;;UK;Exeter;;;;;;#326 (WESMNBTZO);;24908;;2020-02;2020-04;2020.0;2020.0;1
Zepto Life Technology;PDC;80;T3;2.0;S5/S11;2020-02-19;;2020-03-20;;;;;;;;;;;USA;Saint Paul;;1.0;;;;#328 (YCNYLDDUO);100339;24909;;2020-02;2020-03;2020.0;2020.0;1
Zepto Life Technology;PDC;80;T2;1.0;S5/S11;2020-02-19;;2020-03-20;;;;;;;;;;;USA;Saint Paul;;1.0;;;;#328 (YCNYLDDUO);100339;24909;;2020-02;2020-03;2020.0;2020.0;1
Zepto Life Technology;PDC;90;T4;1.0;S5/S11;2020-02-19;;2020-03-20;;;;;;;;;;;USA;Saint Paul;;1.0;;;;#328 (YCNYLDDUO);100339;24909;;2020-02;2020-03;2020.0;2020.0;1
Enzyre B.V.;PDC;70;T2;2.0;S5/S11;2020-02-20;2020-03-23;2020-04-03;;zusammen mit S3 (2-Kanal), 1 Dummy set;;1.0;;S3;;1;2;;Netherlands;Nijmegen;;;;;;2020-01;;24913.0;;2020-02;2020-04;2020.0;2020.0;1
Uni Nottingham;PDC;70;T2;1.0;S5/S11;2020-02-25;;2020-02-25;;;;;;;;;;;UK;Nottingham;;;;;;4421239;;24938.0;;2020-02;2020-02;2020.0;2020.0;1
Erasmus MC Rotterdam;PDC;90;T2;1.0;S5/S11;2020-02-24;;2020-05-05;;;;;;;;;;;Netherlands;Rotterdam;;;;;;10917872;;24924.0;;2020-02;2020-05;2020.0;2020.0;1
Inside Biometrics Int Ltd;PDC;70;T4;4.0;S5/S11;2020-02-24;2020-03-30;2020-04-08;;;;;;;;;;;UK;Dingwall;;;;;;469;;24925.0;;2020-02;2020-04;2020.0;2020.0;1
Quantum Design Japan Inc (QDJ);PDC-C;CM;;1.0;S5/S11;2020-02-24;2020-04-28;2020-03-26;;;;;;;;;;;Japan;Tokyo;;;;;;24ACLN02-2169;;24927.0;;2020-02;2020-03;2020.0;2020.0;1
Synthego;PDC-C;CM;;3.0;S5/S11;2020-02-25;;2020-05-20;;1 Dummy set;;;;;;1;;;USA;Redwood City;;1.0;;;;324;;24930.0;;2020-02;2020-05;2020.0;2020.0;1
MSKCC;PDC;70;T1;2.0;S5/S11;2020-02-25;;2020-06-09;vorerst KEIN Versand bis 20.04.2020 - email Anna vom 17.03.2020;vorerst KEIN Versand bis 20.04.2020 - email Anna vom 17.03.2020;Memorial Sloan Kettering Cancer Center;;;;;;;;USA;New York;;1.0;;;;;;24931.0;;2020-02;2020-06;2020.0;2020.0;1
Safeguard Biosystems Inc;PDC;70;T2;2.0;S5/S11;2020-02-25;;2020-03-23;;;;;;;;;;;USA;Northvale;;1.0;1.0;;;P4588;;24932.0;;2020-02;2020-03;2020.0;2020.0;1
UC Berkeley;PDC-C;CM;;1.0;S5/S11;2020-02-25;;2020-06-02;;1 Dummy set;;;;;;1;;;USA;Berkeley;;1.0;;;;BB01339534;;24933.0;;2020-02;2020-06;2020.0;2020.0;1
UCSF;PDC;80;;2.0;S5/S11;2020-02-25;;2020-05-20;;;BH 204;;;;;;;;USA;San Francisco;;1.0;;;;B001849808;;24934.0;;2020-02;2020-05;2020.0;2020.0;1
HOIL Biomed Inc;PDC-C;CM;;3.0;S5/S11;2020-02-25;2020-03-31;2020-03-26;;;;;;;;;;;South Korea;Seoul;;;;;;#S200220-08;;24935.0;;2020-02;2020-03;2020.0;2020.0;1
Uni Nottingham;PDC;60;T2;1.0;S5/S11;2020-02-25;;2020-05-25;;vorerst KEIN Versand- Kunden email vom 17.03.2020;;;;;;;;;UK;Nottingham;;;;;;4420940;;24937.0;;2020-02;2020-05;2020.0;2020.0;1
PSG Procurement Services GmbH;PDC;60;T1;5.0;S5/S11;2020-02-25;;2020-05-22;;;Robert Bosch GmbH;;;;;;;;Germany;Renningen;;;;;;4502643515;;24940.0;;2020-02;2020-05;2020.0;2020.0;1
PSG Procurement Services GmbH;PDC;60;T2;1.0;S5/S11;2020-02-25;;2020-05-22;;;Robert Bosch GmbH;;;;;;;;Germany;Renningen;;;;;;4502643515;;24940.0;;2020-02;2020-05;2020.0;2020.0;1
Genomica S.A.U.;PDC;60;T2;4.0;S5/S11;2020-02-26;2020-12-15;2020-12-11;auf 2021 schieben;zusammen mit sciFLEXARRAYER SX (4-Kanal)  + 1 Dummy set;;1.0;;SX;;1;4;;Spain;Madrid;;;;;;C-PED-EQP01/2020;;24942.0;;2020-02;2020-12;2020.0;2020.0;1
Phadia AB (Thermo Fisher Scientific);PDC;60;T4;4.0;S5/S11;2020-02-26;;2020-03-27;;März20 Call off;;;;;;;;;Sweden;Uppsala;;;;;;PR202059891;;24941.0;;2020-02;2020-03;2020.0;2020.0;1
Innobiochips;PDC;70;T3;2.0;S5/S11;2020-02-26;2020-06-02;2020-05-27;;vorerst KEIN Versand- Kunden email vom 17.03.2020;;;;;;;;;France;Loos;;;;;;2002-413;;24945.0;;2020-02;2020-05;2020.0;2020.0;1
HeMemics Biotechnologies Inc;PDC;70;;1.0;S5/S11;2020-02-27;;2020-03-19;;;;;;;;;;;USA;Gaithersburg;;1.0;;;;#329 (QUBXCUDPR);;24948.0;;2020-02;2020-03;2020.0;2020.0;1
AerNos Inc;PDC;90;T1;1.0;S5/S11;2020-02-27;;2020-07-02;;;;;;;;;;;USA;San Diego;;1.0;;;;#330 (ZKTULNSWI);;24949.0;;2020-02;2020-07;2020.0;2020.0;1
